AGE,ESPAC,B2,MIN_B2,AVG_B2,MAX_B2,StDev_B2
0,4X1.85,660.0,108.5,409.87574722459436,660.0,203.53082203908139
0,4X1.85,663.5,108.5,411.62254416961133,663.5,203.90056580173342
0,4X1.85,671.0,108.5,414.80115857063095,671.0,204.60257851106769
0,4X1.85,724.0,108.5,427.57438732019182,724.0,208.21364788521814
0,4X1.85,760.0,108.5,431.91067910153686,760.0,210.002563531193
0,4X1.85,788.0,108.5,435.70745648220316,788.0,211.91049993657668
0,4X1.85,792.0,108.5,436.5351866251944,792.0,212.35427932524038
0,4X1.85,793.0,108.5,436.67372716673145,793.0,212.42924405665809
0,4X1.85,796.0,108.5,437.36850271528317,796.0,212.80763152209531
0,4X1.85,848.0,108.5,455.01012220713494,848.0,223.16694469873948
0,4X1.85,875.0,108.5,472.6805030703826,875.0,233.53921954648658
0,4X1.85,887.5,108.5,483.17023357496259,887.5,239.41609887232622
0,4X1.85,894.5,108.5,488.95502495462796,894.5,242.55770302883954
0,4X1.85,904.0,108.5,496.72101046071668,904.0,246.67634245485152
0,4X1.85,907.5,108.5,499.21037495852227,907.5,247.97498008578006
0,4X1.85,915.0,108.5,506.55583921781641,915.0,251.7355873373009
0,4X1.85,923.0,108.5,512.56043250187349,923.0,254.7326967677173
0,4X1.85,936.5,108.5,522.25201296664227,936.5,259.49003274014581
0,4X1.85,943.0,108.5,526.82935153583617,943.0,261.70075587544505
0,4X1.85,953.5,108.5,532.42305337279311,953.5,264.397719951204
-2,4X1.85,112.5,103.5,108.400390625,112.5,2.6254485786186308
-2,4X1.85,135.5,103.5,121.95523872679045,135.5,8.53439617810129
12,3.5x2.14,83.5,56.0,71.15789473684211,83.5,7.8074392248198263
12,3.5x2.14,142.5,56.0,109.51600609756098,142.5,25.737662672459308
12,3.5x2.14,149.5,56.0,117.04688445251058,149.5,27.291928185839993
12,3.5x2.14,177.0,56.0,132.12071713147409,177.0,30.818409779074358
11,3.5x2.14,54.0,31.0,43.812865497076025,54.0,6.69639536067209
11,3.5x2.14,169.5,31.0,107.22758780036969,169.5,39.925049191448508
11,3.5x2.14,170.0,31.0,107.48757478140818,170.0,40.045779308016037
11,3.5x2.14,188.0,31.0,112.70461341307134,188.0,42.923777056859549
1,4X1.85,261.0,251.5,256.08219178082192,261.0,2.7016117856729642
1,4X1.85,274.5,251.5,264.70491803278691,274.5,6.6382896361687358
1,4X1.85,294.5,251.5,276.45390070921985,294.5,11.94825294856882
1,4X1.85,345.5,251.5,303.66855807743656,345.5,25.078796185087334
1,4X1.85,356.0,251.5,308.79988088147707,356.0,27.931966128602582
1,4X1.85,391.0,251.5,323.24526558891455,391.0,36.723109441946228
1,4X1.85,415.5,251.5,334.51152165276125,415.5,44.134424689979241
1,4X1.85,424.0,251.5,337.72447418738051,424.0,46.263333170463618
1,4X1.85,486.5,251.5,358.86860174781521,486.5,61.571744083445552
1,4X1.85,513.0,251.5,364.65913849835476,513.0,66.400175788917792
13,3.5x2.14,110.0,54.0,83.790060851926981,110.0,14.119416109220976
13,3.5x2.14,117.0,54.0,84.87243401759531,117.0,14.951604991413872
13,3.5x2.14,130.0,54.0,87.01523545706371,130.0,17.037755687525248
13,3.5x2.14,145.0,54.0,90.843321917808225,145.0,21.379098055939664
-1,4X1.85,74.0,56.5,65.4748322147651,74.0,5.1277171494806648
-1,4X1.85,95.0,56.5,72.626237623762378,95.0,10.113560096354162
-1,4X1.85,134.5,56.5,100.05378753922008,134.5,26.753450349502039
-1,4X1.85,143.0,56.5,109.23166552433173,143.0,28.676271632059322
-1,4X1.85,144.0,56.5,110.10240561309723,144.0,28.830956482533189
-1,4X1.85,202.5,56.5,144.63497954855325,202.5,38.986699816853317
-1,4X1.85,206.5,56.5,146.42718589272593,206.5,39.728820946353984
-1,4X1.85,209.5,56.5,147.6675305975522,209.5,40.266141588581633
0,4X1.85,139.0,108.5,124.1392483056069,139.0,8.6854197695874973
0,4X1.85,147.5,108.5,127.20996900826447,147.5,10.629268198139494
0,4X1.85,249.0,108.5,134.16820663586728,249.0,19.509229481857325
0,4X1.85,353.0,108.5,135.65730337078651,353.0,25.078237605234822
0,4X1.85,416.0,108.5,138.24206839719818,416.0,35.987024974789563
0,4X1.85,440.0,108.5,143.67549534977761,440.0,53.197350162651425
0,4X1.85,469.0,108.5,164.60509433962264,469.0,93.638892345907053
0,4X1.85,488.5,108.5,197.0988490182803,488.5,130.67338250016888
0,4X1.85,499.0,108.5,224.90349800552318,499.0,151.55150131451103
0,4X1.85,522.5,108.5,278.42163713501373,522.5,176.54887733820632
0,4X1.85,531.0,108.5,295.90707656612528,531.0,181.72057723549565
0,4X1.85,558.5,108.5,334.10013744354995,558.5,189.69706176305547
0,4X1.85,561.5,108.5,336.94939899185732,561.5,190.17792781974279
0,4X1.85,562.0,108.5,337.60197177653197,562.0,190.28718829539559
0,4X1.85,588.5,108.5,355.34823824002859,588.5,193.4007187441652
0,4X1.85,616.5,108.5,379.40583104506544,616.5,197.93476291820534
0,4X1.85,642.0,108.5,400.33636632637962,642.0,201.6568488495956
0,4X1.85,680.0,108.5,418.25475206611571,680.0,205.42366956589058
0,4X1.85,684.0,108.5,419.12575507962657,684.0,205.64374910470588
0,4X1.85,715.0,108.5,425.69651474530832,715.0,207.55769978739752
0,4X1.85,803.0,108.5,438.44521077736238,803.0,213.40732145903115
0,4X1.85,831.0,108.5,447.25166855559752,831.0,218.53736986267975
0,4X1.85,836.5,108.5,449.67388311850834,836.5,219.98106049418445
0,4X1.85,838.0,108.5,450.01337834458616,838.0,220.18378495758716
0,4X1.85,934.5,108.5,520.734204450042,934.5,258.75265264260037
0,4X1.85,947.0,108.5,528.81060216160574,947.0,262.65595512496634
0,4X1.85,950.0,108.5,530.61796658809055,950.0,263.52764858419039
0,4X1.85,952.0,108.5,532.07940966193439,952.0,264.23212771066153
-2,4X1.85,124.5,103.5,115.82573099415205,124.5,5.8302523955200094
-2,4X1.85,138.0,103.5,123.17317073170732,138.0,9.1637140052413617
12,3.5x2.14,74.0,56.0,66.122699386503072,74.0,5.4140569281657331
12,3.5x2.14,87.0,56.0,73.764615384615382,87.0,8.990949337556259
12,3.5x2.14,88.5,56.0,74.431085043988276,88.5,9.2781575406234928
12,3.5x2.14,126.0,56.0,93.773114355231144,126.0,19.529637548759897
12,3.5x2.14,166.5,56.0,127.84489615554574,166.5,29.436199786852757
12,3.5x2.14,187.0,56.0,134.77547169811319,187.0,32.038510858843573
11,3.5x2.14,82.0,31.0,55.100146198830409,82.0,13.39873849448529
11,3.5x2.14,128.0,31.0,81.452566096423013,128.0,31.054465853418783
11,3.5x2.14,138.0,31.0,90.881922342457031,138.0,34.528238665573888
11,3.5x2.14,156.0,31.0,102.96965174129353,156.0,38.212318154148889
11,3.5x2.14,163.0,31.0,105.24808978032473,163.0,39.064443598181576
11,3.5x2.14,194.0,31.0,114.44319131161237,194.0,43.991858903888478
1,4X1.85,262.0,251.5,256.97674418604652,262.0,3.2754945533588429
1,4X1.85,267.0,251.5,260.18531468531467,267.0,4.7887332272118206
1,4X1.85,278.0,251.5,266.8125,278.0,7.57870427412076
1,4X1.85,279.5,251.5,267.40032154340838,279.5,7.84217505375235
1,4X1.85,339.0,251.5,300.92887776983559,339.0,23.656627663948338
1,4X1.85,399.5,251.5,326.73978021978024,399.5,39.038802776253455
1,4X1.85,409.5,251.5,331.5964153275649,409.5,42.216707438879531
1,4X1.85,413.5,251.5,333.18315831987076,413.5,43.2636207906825
1,4X1.85,419.0,251.5,335.84382329945271,419.0,45.007190393285285
1,4X1.85,430.5,251.5,339.93621782916824,430.5,47.765708493946285
1,4X1.85,432.5,251.5,340.84878138847859,432.5,48.389364502573336
1,4X1.85,468.0,251.5,353.2795751633987,468.0,57.211757666141793
1,4X1.85,477.0,251.5,355.96581469648561,477.0,59.29294522287713
1,4X1.85,485.5,251.5,358.55021902377973,485.5,61.318526713073211
1,4X1.85,503.0,251.5,362.88067837674134,503.0,64.851022356324791
1,4X1.85,508.0,251.5,363.95371205290053,508.0,65.773713674994553
13,3.5x2.14,79.5,54.0,69.332474226804123,79.5,7.3259495640386376
13,3.5x2.14,90.0,54.0,75.743076923076927,90.0,9.8407265010279428
13,3.5x2.14,91.5,54.0,76.1778774289985,91.5,10.028129044575287
13,3.5x2.14,96.0,54.0,78.455671447196877,96.0,11.10900140920266
-1,4X1.85,76.0,56.5,66.3972602739726,76.0,5.67431835764636
-1,4X1.85,83.5,56.5,69.041412911084038,83.5,7.3936023729997968
-1,4X1.85,118.0,56.5,82.207749077490774,118.0,18.839420326102122
-1,4X1.85,120.0,56.5,83.8638928067701,120.0,19.954681035020098
-1,4X1.85,132.5,56.5,97.915116833571773,132.5,26.178231505761868
-1,4X1.85,201.5,56.5,144.34645249695492,201.5,38.870888880194215
-1,4X1.85,215.0,56.5,149.76623014767344,215.0,41.232507210394125
-1,4X1.85,222.5,56.5,151.54634907709013,222.5,42.143813072492037
0,4X1.85,142.0,108.5,125.41116173120729,142.0,9.4618635109450846
0,4X1.85,146.5,108.5,126.88766404199475,146.5,10.408160787550791
0,4X1.85,185.0,108.5,132.52506426735218,185.0,15.599888771356024
0,4X1.85,210.0,108.5,133.06138487680545,210.0,16.597038889776556
0,4X1.85,375.0,108.5,136.13475913621264,375.0,27.153409600895589
0,4X1.85,468.5,108.5,163.79890276201286,468.5,92.440954141444379
0,4X1.85,476.0,108.5,174.30756578947367,476.0,106.74488789079474
0,4X1.85,490.5,108.5,201.77514990006662,490.5,134.71691996882038
0,4X1.85,518.0,108.5,269.97766012396693,518.0,173.60768366295014
0,4X1.85,532.0,108.5,298.346383467279,532.0,182.34884423711537
0,4X1.85,539.0,108.5,309.98624153745357,539.0,185.09196534200794
0,4X1.85,577.0,108.5,348.43650939918911,577.0,192.15117098779118
0,4X1.85,601.0,108.5,365.59777397260274,601.0,195.36799414874835
0,4X1.85,612.5,108.5,375.46830349811137,612.5,197.21398428691737
0,4X1.85,616.0,108.5,379.36752827140549,616.0,197.92780593796354
0,4X1.85,641.0,108.5,399.65519287833826,641.0,201.53176396603243
0,4X1.85,667.5,108.5,413.29970513900588,667.5,204.26583132144339
0,4X1.85,731.0,108.5,428.450796812749,731.0,208.53877013778592
0,4X1.85,745.0,108.5,430.25679957750197,745.0,209.27043985681232
0,4X1.85,759.0,108.5,431.78134034165572,759.0,209.94286709763193
0,4X1.85,797.0,108.5,437.60085282336217,797.0,212.93506632350463
0,4X1.85,815.0,108.5,441.48114051911523,815.0,215.1447939153492
0,4X1.85,823.0,108.5,444.2622160172611,823.0,216.77087586954246
0,4X1.85,824.5,108.5,444.9358292157608,824.5,217.16734243040332
0,4X1.85,831.5,108.5,447.34841999244617,831.5,218.59489262918453
0,4X1.85,832.0,108.5,447.63875959240158,832.0,218.76760305854953
0,4X1.85,840.0,108.5,451.12972197980304,840.0,220.85126066188786
0,4X1.85,876.0,108.5,473.06117272298252,876.0,233.75732721642743
0,4X1.85,896.0,108.5,490.70053083352155,896.0,243.49258617907276
0,4X1.85,916.5,108.5,507.97417992854821,916.5,252.447980695261
0,4X1.85,929.0,108.5,517.07623888182968,929.0,256.96416415371817
0,4X1.85,959.0,108.5,535.81479044340961,959.0,266.03403630955955
0,4X1.85,969.0,108.5,541.34076146697316,969.0,268.701142104158
0,4X1.85,973.0,108.5,542.79693257643657,973.0,269.40668180974535
-2,4X1.85,129.5,103.5,118.64017467248908,129.5,7.0191578478147774
12,3.5x2.14,80.5,56.0,69.395196506550221,80.5,6.949373541170786
12,3.5x2.14,107.0,56.0,83.832185886402755,107.0,13.7368362143246
12,3.5x2.14,116.0,56.0,87.898529411764713,116.0,16.1018938196536
12,3.5x2.14,132.0,56.0,98.43492063492063,132.0,21.851609713109831
12,3.5x2.14,137.5,56.0,103.43647166361974,137.5,23.905718571152185
12,3.5x2.14,140.5,56.0,107.26345840130506,140.5,25.128565791218055
11,3.5x2.14,52.0,31.0,42.708469055374593,52.0,6.1632629664526846
11,3.5x2.14,78.0,31.0,53.710648148148145,78.0,12.357971885832729
11,3.5x2.14,103.0,31.0,62.53886925795053,103.0,19.544887176897454
11,3.5x2.14,130.0,31.0,83.388059701492537,130.0,31.855574110480376
11,3.5x2.14,158.0,31.0,103.79862812346889,158.0,38.504222051147728
11,3.5x2.14,176.5,31.0,108.6762313601446,176.5,40.638850510095523
11,3.5x2.14,177.0,31.0,109.04471910112359,177.0,40.836957031035055
11,3.5x2.14,179.0,31.0,109.50825892857142,179.0,41.089810551210327
11,3.5x2.14,187.0,31.0,112.34914163090129,187.0,42.711232064591904
1,4X1.85,301.0,251.5,280.03624260355031,301.0,13.582988383143523
1,4X1.85,310.0,251.5,285.08561236623069,310.0,15.938809177214477
1,4X1.85,314.5,251.5,287.59675675675675,314.5,17.154587129973709
1,4X1.85,343.0,251.5,302.89149659863943,343.0,24.669868510521106
1,4X1.85,361.0,251.5,310.93158494868874,361.0,29.132355187391116
1,4X1.85,377.0,251.5,317.8166498993964,377.0,33.264612326921188
1,4X1.85,407.0,251.5,330.60183639398997,407.0,41.567286558859394
1,4X1.85,411.5,251.5,332.24335921536573,411.5,42.643751067959
1,4X1.85,430.0,251.5,339.90242537313435,430.0,47.742558559536562
1,4X1.85,437.0,251.5,342.7213174086138,437.0,49.675448890263482
1,4X1.85,442.0,251.5,344.74822820694544,442.0,51.073899397095317
1,4X1.85,456.0,251.5,349.71785352683094,456.0,54.5859858693138
1,4X1.85,486.0,251.5,358.82875429285048,486.0,61.540025015157553
1,4X1.85,487.5,251.5,359.26757934038579,487.5,61.889407408561468
1,4X1.85,505.0,251.5,363.43589743589746,505.0,65.32596791898257
13,3.5x2.14,77.0,54.0,67.813813813813809,77.0,6.7964059549874838
13,3.5x2.14,85.5,54.0,72.893939393939391,85.5,8.6910454261691381
13,3.5x2.14,128.5,54.0,86.738382899628249,128.5,16.742290271109528
13,3.5x2.14,129.0,54.0,86.855885078776652,129.0,16.86655966697915
13,3.5x2.14,141.0,54.0,89.494293239683927,141.0,19.882822661786502
13,3.5x2.14,144.0,54.0,90.423209663503016,144.0,20.921117279877446
13,3.5x2.14,153.5,54.0,94.054611650485441,153.5,24.68834181613741
13,3.5x2.14,162.0,54.0,97.815829528158289,162.0,28.249533163392133
-1,4X1.85,68.5,56.5,62.44670050761421,68.5,3.3704224298103491
-1,4X1.85,72.5,56.5,64.710477941176464,72.5,4.6988792746588226
-1,4X1.85,82.5,56.5,68.638471177944865,82.5,7.10209195106283
-1,4X1.85,114.0,56.5,78.971324717285938,114.0,16.339150873752079
-1,4X1.85,157.0,56.5,119.13981841763943,157.0,30.530362684282984
-1,4X1.85,172.5,56.5,126.87392241379311,172.5,32.735164893589449
-1,4X1.85,204.5,56.5,145.62555853440571,204.5,39.391755934407556
0,4X1.85,164.0,108.5,130.97661469933186,164.0,13.748497280900882
0,4X1.85,207.0,108.5,133.02868678283042,207.0,16.524555445487358
0,4X1.85,415.0,108.5,138.01298969072164,415.0,35.10594432675061
0,4X1.85,460.0,108.5,155.61348620287603,460.0,79.038104188404148
0,4X1.85,460.5,108.5,155.73193473193473,460.5,79.250913932271374
0,4X1.85,462.0,108.5,157.38794435857804,462.0,82.1651854826468
0,4X1.85,467.0,108.5,162.75930144267275,467.0,90.8682136035043
0,4X1.85,485.5,108.5,190.9830625648116,485.5,124.99513361214123
0,4X1.85,494.0,108.5,211.86816720257235,494.0,142.65602637768148
0,4X1.85,509.5,108.5,249.00014021312396,509.5,164.79161838352519
0,4X1.85,511.5,108.5,252.40243564904512,511.5,166.37737408879823
0,4X1.85,523.5,108.5,280.17963330029733,523.5,177.12318382076577
0,4X1.85,538.5,108.5,307.56014124917237,538.5,184.55466676466298
0,4X1.85,543.5,108.5,315.46940298507462,543.5,186.24873431567914
0,4X1.85,550.0,108.5,324.57517410897174,550.0,188.01598832173244
0,4X1.85,593.0,108.5,358.38356285310732,593.0,193.97798001215475
0,4X1.85,611.0,108.5,374.25784087157479,611.0,196.98875194377374
0,4X1.85,614.0,108.5,377.40617364391596,614.0,197.57007119731676
0,4X1.85,621.5,108.5,384.56227279911491,621.5,198.8630348598187
0,4X1.85,622.5,108.5,385.64568911264945,622.5,199.05318829142669
0,4X1.85,637.0,108.5,397.5716851242143,637.0,201.15442408611247
0,4X1.85,653.0,108.5,406.80943804034581,653.0,202.90369272554256
0,4X1.85,670.0,108.5,414.51474287311345,670.0,204.53740384822945
0,4X1.85,706.0,108.5,424.46970920840067,706.0,207.15906019244196
0,4X1.85,733.0,108.5,428.61235731351206,733.0,208.60122167744478
0,4X1.85,783.0,108.5,434.84112514650343,783.0,211.45462500531752
0,4X1.85,794.0,108.5,436.90503625064736,794.0,212.55488299466336
0,4X1.85,844.5,108.5,453.4578014623869,844.5,222.2406602170677
0,4X1.85,854.0,108.5,458.30989105153628,854.0,225.13600600504228
0,4X1.85,859.0,108.5,461.93571081999028,859.0,227.28212199354454
0,4X1.85,882.0,108.5,478.96605045924895,882.0,237.09255701409251
0,4X1.85,918.0,108.5,509.16812392055266,918.0,253.04536127562312
0,4X1.85,936.0,108.5,522.20869065049158,936.0,259.469015176394
0,4X1.85,975.0,108.5,543.65460689792269,975.0,269.82404218941724
12,3.5x2.14,70.0,56.0,63.473913043478262,70.0,4.1378884130300113
12,3.5x2.14,71.5,56.0,64.134920634920633,71.5,4.4968489849727877
12,3.5x2.14,107.5,56.0,83.87285223367698,107.5,13.760027860497708
12,3.5x2.14,148.0,56.0,115.96810506566604,148.0,27.099309475825233
12,3.5x2.14,157.5,56.0,123.33083083083083,157.5,28.39788848693129
12,3.5x2.14,164.0,56.0,126.73407643312102,164.0,29.13998138469222
12,3.5x2.14,172.0,56.0,130.56275805119736,172.0,30.248335102054572
12,3.5x2.14,186.0,56.0,134.41831306990881,186.0,31.854381339654495
